종목코드,회사명,결산월,결산년도,유동비율,당좌비율,부채비율,자기자본비율,차입금의존도,현금비율,순운전자본비율,자기자본이익률,총자산이익률,자산성장률,자기자본성장률,매출총이익성장률,총자산회전율,재고자산회전율,순운전자본회전율,총부채상환능력비율,label
[012790],신일제약,12,2020,508.07,345.01,13.88,86.12,16.12,40.08,33.96,1.81,1.55,5.92,6.16,-2.7,0.0,0.0,0.0,63.85,0
[138070],신진에스엠,12,2020,312.44,202.37,30.45,69.55,43.78,62.05,27.99,-0.19,-0.13,-3.12,-3.37,-39.82,0.0,0.0,0.0,15.58,0
[019170],신풍제약,12,2020,399.78,343.3,22.94,77.06,29.77,63.18,50.1,0.13,0.09,27.42,76.4,0.17,10.72,101.18,65.39,16.53,0
[005450],신한,12,2020,28.6,18.97,82.87,17.13,483.7,0.21,-40.11,7.13,1.0,-11.41,33.85,-57.07,0.93,23.36,-3.59,-0.47,0
[001770],신화실업,12,2020,182.81,132.14,46.1,53.9,85.53,35.35,29.33,0.36,0.19,-1.69,1.3,-3.45,0.0,0.0,0.0,8.91,1
[056700],신화인터텍,12,2020,80.24,41.54,43.04,56.96,75.57,4.6,-8.02,1.2,0.65,-5.26,3.27,-2.32,0.0,0.0,-0.0,26.4,0
[004080],신흥,12,2020,128.6,84.64,34.56,65.44,52.81,0.14,9.38,2.4,1.53,3.93,9.22,1.69,0.0,0.0,0.0,32.41,0
[243840],신흥에스이씨,12,2020,106.02,93.28,47.98,52.02,92.23,6.53,2.27,1.08,0.53,-0.03,14.63,2.45,0.0,0.0,0.0,10.51,0
[222800],심텍,12,2020,52.6,22.57,67.17,32.83,204.59,1.68,-23.34,8.46,1.9,-8.12,131.31,66.96,37.85,243.8,-355.34,42.48,0
[160980],싸이맥스,12,2020,212.91,153.9,28.93,71.07,40.7,85.03,30.16,4.9,3.54,26.98,22.69,161.0,0.0,0.0,0.0,44.47,0
[332570],싸이버원,12,2020,360.76,360.46,15.41,84.59,18.22,220.99,39.46,0.0,0.0,11.84,19.33,4.53,35.66,16096.66,262.56,0.0,0
[102280],쌍방울,12,2020,86.91,64.36,37.9,62.1,61.03,13.45,-3.84,-4.17,-2.37,-1.01,18.91,36.33,0.0,0.0,-0.0,6.74,0
[004770],써니전자,12,2020,2029.62,1850.46,4.14,95.86,3.9,134.5,68.82,2.27,2.11,5.82,17.49,-43.07,0.0,0.0,0.0,200.22,0
[222420],쎄노텍,12,2020,109.69,34.56,65.4,34.6,189.05,4.29,2.84,-5.7,-2.16,-4.87,-19.55,-60.04,0.0,0.0,0.0,7.81,0
[037760],쎄니트,12,2020,79.89,53.5,46.44,53.56,86.72,0.79,-7.89,2.36,1.29,6.53,3.0,-75.92,0.0,0.0,-0.0,-8.4,0
[136510],쎄미시스코,12,2020,119.15,81.52,41.99,58.01,72.4,43.54,7.72,-12.07,-7.75,-22.16,-34.7,-2.53,0.0,0.0,0.0,-32.81,1
[099320],쎄트렉아이,12,2020,226.59,201.76,27.96,72.04,38.8,70.13,33.79,4.43,3.19,14.57,15.03,51.17,0.0,0.0,0.0,51.15,0
[049960],쎌바이오텍,12,2020,1940.63,1846.05,4.14,95.86,3.9,218.63,56.35,0.49,0.47,-3.97,-4.32,-3.42,0.0,0.0,0.0,202.65,0
[050890],쏠리드,12,2020,78.39,64.04,55.12,44.88,122.82,31.94,-11.02,-1.47,-0.68,0.8,-5.04,-10.16,0.0,0.0,-0.0,-9.12,0
[222080],씨아이에스,12,2020,146.32,80.25,72.43,27.57,262.76,57.36,25.68,-1.93,-0.55,37.79,29.8,-1.17,14.62,32.28,166.28,24.03,0
[004920],씨아이테크,12,2020,37.72,25.49,43.76,56.24,77.82,6.78,-21.03,-7.34,-4.82,13.73,-16.24,6.04,0.0,0.0,-0.0,-11.14,0
[264660],씨앤지하이테크,12,2020,583.59,509.8,14.09,85.91,16.4,259.54,64.94,3.48,2.94,4.17,8.0,-5.23,35.88,394.82,140.22,41.31,0
[297090],씨에스베어링,12,2020,110.36,91.42,59.28,40.72,145.61,27.63,4.4,1.08,0.48,33.83,10.86,-30.42,23.12,236.31,2728.61,2.8,0
[112610],씨에스윈드,12,2020,173.77,164.06,29.87,70.13,42.6,28.88,17.09,1.52,0.96,-2.1,22.37,1.15,0.0,0.0,0.0,15.53,0
[115530],씨엔플러스,12,2020,96.52,72.88,53.56,46.44,115.35,16.77,-1.57,-4.14,-2.23,41.27,1.44,6.53,18.91,264.4,1065.75,12.58,0
[037340],씨엘인터내셔널,12,2020,201.69,130.09,52.84,47.16,112.04,53.06,45.51,10.73,6.34,69.34,76.81,65.45,0.0,0.0,0.0,40.77,0
[115480],씨유메디칼,12,2020,145.77,127.3,42.4,57.6,73.62,0.39,16.73,-14.49,-7.79,-25.88,-16.19,-24.79,7.09,75.31,257.47,18.82,0
[096530],씨젠,12,2020,234.74,199.65,37.53,62.47,60.07,74.67,42.2,0.0,0.0,156.2,309.28,760.97,42.96,398.65,212.86,76.46,0
[101240],씨큐브,12,2020,201.02,78.88,32.89,67.11,49.0,33.24,23.77,1.64,1.09,3.5,5.52,-23.74,11.05,39.76,125.95,13.34,0
[060590],씨티씨바이오,12,2020,108.18,60.1,48.85,51.15,95.52,11.89,2.8,-4.52,-2.17,-3.15,9.89,4.01,14.89,98.93,-3223.04,5.48,0
[260930],씨티케이코스메틱스,12,2020,420.49,372.09,11.48,88.52,12.97,85.6,35.2,0.77,0.69,2.78,-0.92,-10.68,0.0,0.0,0.0,2.61,1
[013990],아가방컴퍼니,12,2020,214.32,92.25,28.24,71.76,39.35,29.74,22.11,-0.37,-0.27,0.07,-1.56,-10.8,16.14,65.11,196.17,9.7,0
[123860],아나패스,12,2020,114.42,107.59,79.88,20.12,396.9,24.64,10.81,-33.15,-11.27,-25.43,-66.16,-28.95,23.23,246.66,226.08,-0.29,0
[025980],아난티,12,2020,69.07,65.27,44.3,55.7,79.54,13.95,-5.25,-0.56,-0.32,4.84,-0.81,-17.45,0.0,0.0,0.0,1.17,0
[058220],아리온,12,2020,42.82,32.1,88.54,11.46,3.9,0.14,-40.11,-34.34,-11.85,-40.67,-72.95,-96.75,0.24,3.59,-1.48,-24.1,1
[125210],아모그린텍,12,2020,132.58,101.42,62.65,37.35,167.76,33.62,14.92,0.7,0.28,18.97,3.24,-0.2,28.73,177.41,511.05,6.5,0
[090430],아모레퍼시픽,12,2020,404.39,329.02,9.78,90.22,10.85,151.62,21.36,0.0,0.0,-1.06,0.98,-26.6,15.32,282.58,197.98,68.38,0
[052710],아모텍,12,2020,90.1,55.83,56.19,43.81,128.27,21.85,-3.73,-1.31,-0.6,2.91,-4.35,-34.17,11.36,90.16,-1360.3,1.44,0
[074430],아미노로직스,12,2020,584.56,500.12,10.92,89.08,12.26,141.97,48.7,1.01,0.91,4.08,3.29,112.11,7.49,102.49,41.14,26.93,0
[092040],아미코젠,12,2020,193.2,149.48,21.02,78.98,26.62,41.05,11.59,4.48,3.58,24.02,20.78,9.38,4.91,84.53,101.1,-4.96,0
[083930],아바코,12,2020,226.32,157.98,31.39,68.61,45.74,112.89,38.25,2.72,1.83,3.11,7.73,-7.35,0.0,0.0,0.0,91.37,0
[149950],아바텍,12,2020,408.93,399.1,7.14,92.86,7.69,165.47,20.07,0.0,0.0,3.61,2.35,-18.48,12.84,1823.68,165.54,87.42,0
[036010],아비코전자,12,2020,1742.22,1506.63,5.54,94.46,5.87,645.41,64.9,0.95,0.9,2.91,2.94,2.15,19.13,222.06,79.06,202.65,0
[183190],아세아시멘트,12,2020,141.71,103.8,31.93,68.07,46.9,14.17,3.71,0.48,0.32,-3.93,0.94,-6.72,0.0,0.0,0.0,7.4,0
[002310],아세아제지,12,2020,370.12,305.04,12.07,87.93,13.72,154.29,18.57,1.88,1.64,4.49,6.84,3.1,15.99,298.29,234.78,79.91,0
[246720],아스타,12,2020,613.13,369.82,22.45,77.55,28.95,108.18,50.32,-21.43,-12.95,-40.67,-59.16,-89.63,1.73,11.86,8.39,-117.51,0
[127710],아시아경제,12,2020,190.0,189.9,26.09,73.91,35.3,53.56,19.52,0.69,0.51,15.16,11.92,1.45,0.0,0.0,0.0,18.88,0
[020560],아시아나항공,12,2020,35.32,31.32,88.54,11.46,629.87,8.35,-23.77,-13.33,-0.82,2.96,35.15,82.63,7.3,446.97,-82.88,-3.0,0
[227610],아우딘퓨쳐스,12,2020,132.43,72.15,59.8,40.2,148.75,6.73,13.93,-12.51,-6.75,6.31,-37.6,-18.88,0.0,0.0,0.0,-30.02,0
[143160],아이디스,12,2020,670.07,525.97,11.29,88.71,12.73,141.61,56.07,1.95,1.73,7.45,6.68,39.49,0.0,0.0,0.0,123.75,0
[332370],아이디피,12,2020,1769.85,1484.97,4.81,95.19,5.06,236.68,76.66,0.0,0.0,48.72,59.59,-31.89,13.1,76.34,44.16,115.75,0
[122900],아이마켓코리아,12,2020,150.58,141.75,52.54,47.46,110.68,19.26,24.43,0.0,0.0,1.78,-0.25,-14.28,0.0,0.0,0.0,1.5,0
[332570],아이비김영,12,2020,114.02,110.65,38.97,61.03,63.84,37.14,3.2,0.0,0.0,35.35,77.32,6.03,25.08,3887.93,3258.47,42.57,0
[289010],아이스크림에듀,12,2020,302.25,275.51,26.55,73.45,36.15,32.95,42.62,0.25,0.19,4.33,-1.63,4.29,0.0,0.0,0.0,-7.64,0
[214430],아이쓰리시스템,12,2020,248.78,157.87,39.56,60.44,65.46,36.11,37.97,1.08,0.72,27.77,2.4,121.28,0.0,0.0,0.0,71.74,0
[040910],아이씨디,12,2020,331.31,284.24,21.66,78.34,27.64,141.96,39.72,4.6,3.52,13.57,19.52,159.55,0.0,0.0,0.0,91.97,0
[052860],아이앤씨,12,2020,182.72,158.46,22.74,77.26,29.43,0.64,17.6,-3.0,-2.34,-11.95,-13.75,-72.13,0.0,0.0,0.0,-27.09,0
[010780],아이에스동서,12,2020,203.3,99.51,63.22,36.78,171.91,28.54,33.95,2.79,1.11,27.95,7.4,90.99,8.33,26.52,62.61,-8.71,0
[069920],아이에스이커머스,12,2020,92.97,79.82,56.86,43.14,131.8,9.55,-3.86,-10.88,-5.47,-13.89,-34.08,7.76,0.0,0.0,0.0,-3.01,0
[038880],아이에이,12,2020,95.31,77.38,21.43,78.57,27.27,20.74,-0.8,2.95,2.15,16.29,37.92,12.35,0.0,0.0,-0.0,13.94,0
[123010],아이에이네트웍스,12,2020,141.8,135.13,39.74,60.26,65.96,10.18,14.04,-6.0,-2.8,44.87,226.54,-80.85,5.7,251.41,251.76,-21.95,1
[307180],아이엘사이언스,12,2020,66.37,63.56,76.5,23.5,325.51,10.34,-18.48,-11.38,-3.66,43.57,-24.55,-79.6,0.0,0.0,-0.0,-16.46,0
[101390],아이엠,12,2020,96.1,95.82,75.03,24.97,300.43,2.88,-2.73,-17.65,-5.23,-33.29,-49.05,-41.25,6.39,615.0,-659.83,-19.72,0
[226350],아이엠텍,12,2020,47.37,44.32,88.54,11.46,3.9,4.76,-40.11,-34.34,-12.95,-40.67,-72.95,-5.46,0.0,0.0,-0.0,10.74,0
[031310],아이즈비전,12,2020,1357.19,1338.02,15.67,84.33,18.59,281.96,57.39,5.23,4.51,30.21,23.73,9.45,4.96,665.73,23.02,-5.8,0
[185490],아이진,12,2020,426.73,418.39,71.01,28.99,244.98,31.19,62.21,-23.38,-8.14,-6.21,-32.49,-19.83,1.84,165.58,8.32,-27.69,0
[059100],아이컴포넌트,12,2020,177.45,142.41,37.2,62.8,59.22,37.36,22.17,0.35,0.21,-6.78,1.63,120.67,15.12,167.87,200.32,23.33,0
[262840],아이퀘스트,12,2020,383.04,383.03,32.65,67.35,48.48,15.11,56.77,0.0,0.0,41.91,29.09,-2.89,15.03,16096.66,69.74,93.49,0
[175250],아이큐어,12,2020,147.2,109.11,36.94,63.06,58.59,8.13,6.83,-3.62,-2.07,-7.57,13.15,-48.21,0.0,0.0,0.0,-25.23,0
[052460],아이크래프트,12,2020,184.96,165.19,47.88,52.12,91.85,54.44,32.94,0.43,0.25,24.87,-4.79,11.35,0.0,0.0,0.0,-25.92,0
[052770],아이톡시,12,2020,143.77,134.98,47.73,52.27,91.33,34.34,18.3,-5.79,-3.22,33.32,16.2,57.2,21.23,1010.85,377.2,-40.15,0
[124500],아이티센,12,2020,28.6,25.16,48.73,51.27,95.05,10.21,-34.34,0.86,0.35,-8.79,49.16,-6.84,23.41,16096.66,-216.65,-11.83,0
[084850],아이티엠반도체,12,2020,239.73,209.37,30.26,69.74,43.38,30.72,35.81,0.0,0.0,0.78,6.84,-19.75,22.63,288.42,162.64,8.26,0
[013310],아진산업,12,2020,98.21,90.07,53.95,46.05,117.14,14.43,-0.66,0.73,0.32,-3.28,3.6,-13.44,0.0,0.0,-0.0,14.93,0
[059120],아진엑스텍,12,2020,707.26,563.46,10.7,89.3,11.98,374.95,58.42,0.74,0.67,0.37,-0.41,-3.78,0.0,0.0,0.0,85.21,0
[332570],아크로스,12,2020,1520.45,1490.89,5.98,94.02,6.36,50.08,76.66,5.37,5.0,21.7,24.05,7.73,0.0,0.0,0.0,202.65,0
[001540],안국약품,12,2020,272.74,218.78,25.8,74.2,34.77,30.09,33.87,-0.51,-0.37,-4.68,-0.35,-12.25,0.0,0.0,0.0,22.65,0
[053800],안랩,12,2020,344.03,337.38,22.27,77.73,28.64,34.0,50.0,2.17,1.71,7.54,5.1,5.27,0.0,0.0,0.0,62.52,0
[065660],안트로젠,12,2020,469.73,450.83,13.95,86.05,16.21,343.16,45.88,-1.46,-1.22,11.36,18.53,4.9,0.0,0.0,0.0,-33.61,0
[297570],알로이스,12,2020,493.89,385.17,23.98,76.02,31.54,210.96,75.92,4.78,3.62,19.41,20.07,6.02,26.72,150.91,90.99,97.28,0
[001780],알루코,12,2020,142.31,130.65,49.27,50.73,97.1,12.68,15.39,-3.24,-1.72,2.78,-5.46,-14.63,15.3,283.12,312.13,5.62,0
[260660],알리코제약,12,2020,214.92,144.8,29.67,70.33,42.19,20.41,28.11,2.81,1.83,-7.13,8.81,8.63,0.0,0.0,0.0,13.89,0
[140670],알에스오토메이션,12,2020,160.0,114.28,52.05,47.95,108.57,19.82,25.32,-1.73,-0.89,5.56,-8.12,-8.37,0.0,0.0,0.0,-1.83,0
[096610],알에프세미,12,2020,123.25,37.1,55.82,44.18,126.35,9.16,8.51,-11.08,-5.25,-14.64,-24.63,-252.63,0.0,0.0,0.0,-5.16,0
[061040],알에프텍,12,2020,156.74,147.8,36.65,63.35,57.86,74.78,19.99,-12.03,-6.69,-8.43,19.8,-30.34,0.0,0.0,0.0,0.32,0
[148250],알엔투테크놀로지,12,2020,174.75,132.47,35.12,64.88,54.13,17.31,19.89,2.92,1.86,10.25,14.1,17.72,0.0,0.0,0.0,19.49,0
[332570],알체라,12,2020,1641.82,1580.79,8.82,91.18,9.68,645.41,76.66,0.0,0.0,146.02,147.16,-89.37,5.38,232.3,15.28,0.0,0
[123750],알톤스포츠,12,2020,519.73,385.54,18.13,81.87,22.14,160.1,69.26,8.67,6.04,-0.47,41.96,162.02,44.44,223.54,186.76,14.17,0
[117670],알파홀딩스,12,2020,94.8,90.59,44.59,55.41,80.47,4.69,-1.77,-2.51,-1.3,3.62,20.4,-11.52,11.27,755.35,-649.22,10.2,0
[291650],압타머사이언스,12,2020,2029.62,1850.46,4.74,95.26,4.97,645.41,76.66,-4.56,-4.25,156.2,309.28,-61.37,0.25,175.03,0.6,-117.51,0
[161000],애경유화,12,2020,336.77,248.45,18.6,81.4,22.86,80.31,37.85,2.57,2.08,5.67,7.34,9.61,38.65,244.91,260.73,63.05,1
[196300],애니젠,12,2020,66.81,54.15,60.8,39.2,155.1,6.85,-16.92,-4.52,-1.99,1.64,-18.33,107.46,6.87,110.76,-456.78,-0.25,0
[310200],애니플러스,12,2020,197.89,192.43,28.88,71.12,40.61,98.34,23.47,-16.6,-7.37,-1.22,290.77,-3.1,13.59,768.45,558.33,59.71,0
[131400],액트,12,2020,110.28,103.31,48.8,51.2,95.33,59.98,4.7,-2.4,-1.34,39.17,14.08,-45.21,12.31,326.03,1413.94,-8.57,1
[290740],액트로,12,2020,1010.36,986.54,9.14,90.86,10.05,11.18,63.01,-0.39,-0.35,-7.09,-4.17,-40.52,9.75,581.06,40.83,-32.81,0
[238090],앤디포스,12,2020,447.7,397.32,17.32,82.68,20.95,186.68,44.04,2.46,1.79,-6.41,22.8,26.7,8.96,189.73,61.15,23.09,0
[092600],앤씨앤,12,2020,327.64,244.33,43.47,56.53,76.9,71.72,33.72,-0.66,-0.42,25.42,-2.59,-5.16,0.0,0.0,0.0,9.2,0
[129890],앱코,12,2020,236.99,185.83,46.05,53.95,85.36,95.69,49.08,0.0,0.0,156.2,309.28,130.65,37.38,164.06,201.34,-23.03,0
[174900],앱클론,12,2020,471.98,471.62,26.91,73.09,36.82,33.86,42.14,-4.98,-3.7,-14.56,-17.1,-90.67,1.59,2808.22,9.34,-52.3,0
[255440],야스,12,2020,286.43,259.23,18.31,81.69,22.42,31.5,30.81,1.88,1.43,-7.57,6.46,-44.03,0.0,0.0,0.0,22.7,0
[102120],어보브반도체,12,2020,288.72,253.83,27.63,72.37,38.19,70.33,49.64,3.46,2.66,26.09,11.07,2.28,0.0,0.0,0.0,54.66,0
[238120],얼라인드,12,2020,1401.82,1234.11,15.09,84.91,17.77,433.7,55.9,1.2,1.02,5.97,4.85,4.56,0.0,0.0,0.0,-3.55,0
[019990],에너토크,12,2020,1117.48,859.33,11.54,88.46,13.04,322.02,38.16,-0.4,-0.37,4.99,-1.13,-7.39,0.0,0.0,0.0,45.9,0
[041440],에버다임,12,2020,329.93,149.79,21.47,78.53,27.34,1.78,47.56,-2.18,-1.62,-17.08,-7.83,-23.55,0.0,0.0,0.0,73.79,1
[038680],에스넷,12,2020,168.6,135.91,60.68,39.32,154.35,49.52,28.03,-0.92,-0.42,23.74,-7.53,-0.72,0.0,0.0,0.0,-8.05,0
[217480],에스디생명공학,12,2020,151.21,105.57,37.27,62.73,59.41,5.99,16.8,-2.33,-1.59,8.04,-8.76,28.83,0.0,0.0,0.0,-1.97,0
[121890],에스디시스템,12,2020,124.03,93.74,54.74,45.26,120.96,41.1,12.59,-12.17,-3.89,-40.67,-13.25,16.37,0.0,0.0,0.0,72.91,0
[042110],에스씨디,12,2020,248.32,209.63,33.74,66.26,50.91,121.12,40.84,0.84,0.58,12.63,2.27,31.12,0.0,0.0,0.0,23.07,0
[298060],에스씨엠생명과학,12,2020,1107.2,1106.09,17.32,82.68,20.95,2.38,43.03,-6.03,-4.11,85.91,274.35,112.43,0.14,46.3,0.88,-82.42,0
[065420],에스아이리소스,12,2020,482.46,383.13,12.39,87.61,14.14,113.7,42.93,2.35,2.07,17.79,16.93,59.11,0.0,0.0,0.0,-117.51,0
[103230],에스앤더블류,12,2020,265.75,89.76,25.1,74.9,33.52,8.78,18.05,0.4,0.29,-4.46,2.08,57.8,15.41,81.13,221.61,-16.35,0
[101490],에스앤에스텍,12,2020,545.61,406.76,11.54,88.46,13.04,135.42,36.82,2.2,1.73,37.13,85.66,2.96,0.0,0.0,0.0,32.8,0
[095910],에스에너지,12,2020,149.39,136.7,42.74,57.26,74.64,9.66,17.32,-5.0,-2.72,-18.5,-10.27,-38.86,21.94,536.12,278.25,-1.64,0
[112240],에스에프씨,12,2020,483.44,442.88,13.02,86.98,14.96,5.55,49.49,-3.22,-2.47,-35.15,-19.43,-43.15,6.21,137.61,52.47,-10.53,0
[041510],에스엠,12,2020,134.26,132.75,30.21,69.79,43.3,60.19,9.84,-1.9,-1.36,-4.15,-8.25,4.12,13.67,1759.23,360.3,42.76,0
[007820],에스엠코어,12,2020,353.1,349.4,24.86,75.14,33.08,145.89,55.1,-0.17,-0.12,-6.75,-2.18,-7.98,27.0,3645.05,135.36,81.42,0
[109610],에스와이,12,2020,135.33,113.02,47.86,52.14,91.8,26.09,12.9,-5.75,-2.5,-7.54,35.49,9.36,20.51,245.92,1006.61,-4.82,0
[306040],에스제이그룹,12,2020,482.06,378.81,32.14,67.86,47.37,152.54,51.19,0.0,0.0,33.9,15.89,-9.59,21.96,148.46,104.86,32.21,0
[326030],에스케이바이오팜,12,2020,726.81,688.65,22.24,77.76,28.59,0.14,76.66,-34.34,-12.95,156.2,-72.95,-51.88,0.0,0.0,0.0,-117.51,0
[096630],에스코넥,12,2020,118.21,114.38,51.56,48.44,106.42,36.25,6.28,-2.67,-1.43,8.98,-10.49,-220.47,0.0,0.0,0.0,-17.88,0
[041910],에스텍파마,12,2020,764.45,607.08,9.56,90.44,10.58,405.48,54.96,2.56,2.29,5.93,8.44,31.91,12.79,103.14,64.55,41.25,0
[234300],에스트래픽,12,2020,98.75,91.56,63.12,36.88,171.17,15.97,-0.69,-12.82,-4.68,-10.28,-8.5,6.7,0.0,0.0,-0.0,3.93,0
[039440],에스티아이,12,2020,207.82,196.66,26.58,73.42,36.2,38.64,27.35,2.32,1.6,-4.42,8.67,-8.8,0.0,0.0,0.0,49.13,0
[098660],에스티오,12,2020,165.75,31.25,53.83,46.17,116.6,1.82,23.94,-2.04,-1.0,-2.25,-13.3,-24.67,25.58,52.31,301.05,7.33,0
[052020],에스티큐브,12,2020,787.45,779.08,22.19,77.81,28.51,474.73,64.97,-6.86,-4.74,4.8,35.79,-97.02,4.35,608.05,19.09,-49.09,0
[237690],에스티팜,12,2020,1540.21,1235.57,32.36,67.64,47.84,242.69,48.25,-0.72,-0.56,32.54,-0.8,-322.19,0.0,0.0,0.0,-11.86,0
[288620],에스퓨얼셀,12,2020,244.37,196.43,41.62,58.38,71.3,78.2,53.01,0.0,0.0,58.8,102.08,17.71,13.02,71.07,64.75,9.04,0
[317830],에스피시스템스,12,2020,164.14,154.59,41.34,58.66,70.48,37.32,21.36,0.0,0.0,-7.33,-4.23,-30.04,13.02,454.24,136.27,22.68,0
[058610],에스피지,12,2020,113.02,68.57,53.32,46.68,114.22,9.15,5.98,0.28,0.13,2.7,1.12,-2.37,24.88,118.37,853.85,7.17,0
[043340],에쎈테크,12,2020,152.48,73.94,55.67,44.33,125.56,9.43,15.39,-0.34,-0.18,43.48,-1.67,19.07,0.0,0.0,0.0,4.83,0
[023960],에쓰씨엔지니어링,12,2020,45.32,44.79,71.32,28.68,248.66,5.37,-35.93,-0.32,-0.13,-40.67,-72.95,-38.01,8.19,343.54,-371.36,37.85,0
[298690],에어부산,12,2020,29.08,25.4,88.54,11.46,629.87,15.73,-19.78,-29.42,-3.18,4.94,2.0,-322.19,0.0,0.0,-0.0,-12.57,0
[054630],에이디칩스,12,2020,373.37,240.82,39.5,60.5,65.28,94.63,32.05,-7.13,-4.65,6.61,-8.19,24.91,0.0,0.0,0.0,-26.25,0
[200710],에이디테크놀로지,12,2020,207.28,158.6,31.9,68.1,46.84,62.77,32.58,0.45,0.28,93.09,158.33,11.71,0.0,0.0,0.0,22.01,0
[096690],에이루트,12,2020,389.22,366.19,16.45,83.55,19.69,62.3,47.26,-5.26,-3.42,-30.63,10.88,-19.3,0.0,0.0,0.0,-0.81,0
[140910],에이리츠,12,2020,866.01,866.01,14.96,85.04,17.59,517.23,56.47,4.87,2.47,-40.67,14.96,-26.05,0.0,0.0,0.0,202.65,0
[078520],에이블씨엔씨,12,2020,232.68,160.55,29.31,70.69,41.46,68.24,23.31,-10.69,-7.62,-34.77,-35.71,-38.34,18.04,142.71,246.3,2.94,0
[195990],에이비프로바이오,12,2020,597.02,558.3,9.63,90.37,10.65,287.4,25.24,-9.43,-7.21,-12.39,23.15,-130.39,3.42,103.72,61.62,99.03,0
[088800],에이스테크,12,2020,141.91,136.49,68.58,31.42,218.24,10.13,14.13,-24.79,-8.41,-14.94,-25.78,-54.23,0.0,0.0,0.0,-16.09,0
[241840],에이스토리,12,2020,192.53,152.85,44.33,55.67,79.64,42.05,40.12,-5.32,-3.87,37.07,-20.45,31.67,0.0,0.0,0.0,26.17,0
[138360],에이씨티,12,2020,1159.58,1089.72,6.45,93.55,6.89,32.42,66.55,-4.86,-4.36,-6.86,1.53,760.97,0.0,0.0,0.0,-53.37,1
[312610],에이에프더블류,12,2020,2029.62,1850.46,4.14,95.86,3.9,259.26,63.34,0.56,0.53,-3.47,1.34,-72.47,0.0,0.0,0.0,202.65,0
[015260],에이엔피,12,2020,118.21,84.87,60.84,39.16,155.39,22.76,6.48,-12.64,-5.23,-21.47,-28.6,760.97,0.0,0.0,0.0,3.06,0
[072990],에이치시티,12,2020,115.01,114.86,29.6,70.4,42.05,37.33,3.93,4.93,3.41,14.02,18.7,27.45,15.54,10681.49,868.51,65.81,0
[028300],에이치엘비,12,2020,383.6,374.57,5.84,94.16,6.21,340.45,16.21,-2.6,-2.34,60.19,82.32,211.25,1.9,300.29,33.94,-8.91,1
[047920],에이치엘비제약,12,2020,153.23,141.85,59.95,40.05,149.7,22.72,29.61,-34.34,-12.95,143.03,149.25,23.87,12.9,159.64,112.83,-0.6,1
[239610],에이치엘사이언스,12,2020,777.0,721.91,10.48,89.52,11.71,74.37,64.12,5.55,4.87,13.38,18.01,13.28,0.0,0.0,0.0,133.42,0
[044780],에이치케이,12,2020,157.08,106.78,38.8,61.2,63.39,36.41,21.74,0.59,0.36,1.97,2.15,-3.11,0.0,0.0,0.0,34.15,0
[071670],에이테크솔루션,12,2020,115.32,41.18,55.55,44.45,124.98,0.7,7.51,0.69,0.29,-6.19,1.81,-0.39,0.0,0.0,0.0,14.79,0
[045660],에이텍,12,2020,304.99,275.72,14.09,85.91,16.4,60.21,19.4,2.75,2.32,6.19,10.23,0.83,0.0,0.0,0.0,83.22,0
[089530],에이티세미콘,12,2020,28.6,18.97,76.19,23.81,320.03,2.11,-40.11,-19.46,-4.74,12.42,7.33,-51.13,20.15,476.39,-106.68,14.07,0
[073070],에이팸,12,2020,45.44,28.68,29.03,70.97,40.91,5.61,-15.41,-4.27,-2.38,-17.99,34.9,-212.08,3.58,71.1,-58.02,-19.89,1
[262260],에이프로,12,2020,364.31,351.7,20.66,79.34,26.03,79.61,52.16,0.86,0.55,49.26,178.04,-41.29,19.65,515.47,108.03,-20.92,0
[109960],에이프로젠 H&G,12,2020,2029.62,1850.46,4.14,95.86,3.9,645.41,40.91,1.14,1.11,8.05,9.61,-56.06,0.0,0.0,0.0,84.21,0
[007460],에이프로젠 KIC,12,2020,77.0,73.71,44.5,55.5,80.18,14.9,-8.19,-3.88,-2.25,27.95,16.22,38.43,3.48,247.29,-115.02,5.36,1
[332570],에이피알,12,2020,171.72,120.28,37.0,63.0,58.74,48.86,19.37,6.52,2.93,52.91,309.28,45.45,53.8,371.68,1628.21,3.47,0
[089970],에이피티씨,12,2020,332.8,183.59,23.73,76.27,31.11,137.08,53.39,0.0,0.0,84.76,55.22,55.54,24.97,80.13,116.15,49.54,0
[230240],에치에프알,12,2020,162.98,133.26,42.95,57.05,75.28,93.53,16.8,-5.76,-3.42,11.09,2.39,-127.96,0.0,0.0,0.0,30.67,0
[064510],에코마이스터,12,2020,28.6,18.97,88.54,11.46,629.87,1.71,-40.11,-34.34,-11.06,-28.87,-46.48,-136.14,4.38,79.92,-20.17,-11.72,1
[128540],에코캡,12,2020,163.59,127.31,45.6,54.4,83.81,16.79,22.25,-2.98,-1.68,-5.48,-11.21,-11.71,14.84,117.25,166.99,-13.23,0
[086520],에코프로,12,2020,84.17,70.95,25.94,74.06,35.02,33.35,-3.43,10.73,6.4,74.08,60.9,30.49,4.87,148.55,-554.38,15.09,0
[038110],에코플라스틱,12,2020,55.3,47.4,66.13,33.87,195.24,0.17,-24.29,1.21,0.4,-0.88,4.42,7.17,0.0,0.0,-0.0,28.53,0
[073540],에프알텍,12,2020,79.07,65.69,52.89,47.11,112.26,25.73,-6.3,-4.89,-2.47,-6.63,-17.96,-12.25,10.19,302.45,-546.06,6.14,0
